Card#,Artist,Title,Year,URL,Youtube-Title,Hashed Info
273,Katona Klári,Vigyél el,1981,https://www.youtube.com/watch?v=sT-1VFH6Dps,Vigyél el,c1dcaa726ef85c07a5f0610f885d32dd863610fbc5c1786de193a99307f5129d
274,Rod Stewart,Do Ya Think I'm Sexy?,1978,https://www.youtube.com/watch?v=6F9N-6ITFnA,Da Ya Think I'm Sexy?,a52594f3cfb90980ffeb64d7537ced1b6524553e7f21fa9b34597c08a820dc06
275,Europe,The Final Countdown,1986,https://www.youtube.com/watch?v=4hj8M8XZpis,The Final Countdown,a28fe7a339c409189a6ad96a3883f496280566fcb02d97355f6c9dd0869de2a4
276,The Pointer Sisters,I'm So Excited,1982,https://www.youtube.com/watch?v=I57hkclh3kk,I'm So Excited,f4aa41e54827f32098a3eceb8272c098cb0857b5b8aed37f1ad122c0b889fb4d
277,Justin Bieber & Ludacris,Baby,2010,https://www.youtube.com/watch?v=GqWYJT-iMTw,Baby,aea3654eaccc92d8592daddc267023c0a02f906a0072d22ac7710850ef11664c
278,The Temptations,My Girl,1964,https://www.youtube.com/watch?v=szbI1vu-cCc,My Girl,5a811486018fb84d9ad8d5d49415043effb2f8e766031faba1082647a69cfcd7
279,Survivor,Eye of the Tiger,1982,https://www.youtube.com/watch?v=067r16_aGr4,Eye of the Tiger,4eb2a23d983aca71f6628dfbb1bd15901262ba5ef465437e2296d884520463d3
280,The Weather Girls,It's Raining Men,1982,https://www.youtube.com/watch?v=4x6leDGV7gs,It's Raining Men,0b859c086bd5d3f4df259acc46a97d962bd5ddb0a6a9ab41e3021f7ac5e9529a
281,Korda György,Reptér,1981,https://www.youtube.com/watch?v=ZSk2g0PZ91o,Reptér,39a35ebbb522da487db4d3064d970b880f0393c1ea00299d39f35058a63b65dc
282,ByeAlex és a Slepp,Csokko,2023,https://www.youtube.com/watch?v=UfCZPjja2os,Csokko,63625c48c76e92b3acba96d901f8f45a8e9be5d5a61fb69da2eae24f82d624c3
283,Soulwave,Minden tévedésem,2019,https://www.youtube.com/watch?v=jBuWiH72FSI,Minden Tévedésem,73e60ab58e7559e72c70ba88c2a126e1099147a7b8a367fcbc82e61b734d99d3
284,Queen,Another One Bites the Dust,1980,https://www.youtube.com/watch?v=bdf_ll68Z8o,Another One Bites The Dust (Remastered 2011),75da22eb59fdb0da3ed4353bb0f9d6c31e2a9c1604bde5302c206983606fe7bf
285,Rácz Gergő,Csak Állj Mellém!,2015,https://www.youtube.com/watch?v=u0L7kJAgQBY,Csak Állj Mellém!,c7a2ae7173d9b35829262d9adfd0a08b69c4ef17c3c29d53825b3d8a427d49d2
286,Stevie Wonder,Part-Time Lover,1985,https://www.youtube.com/watch?v=bgmMpT_m-t4,Part-Time Lover,98f1be472c7c118426f7556cedb543888fa29113a9d9abf92159fed3159c5319
287,ByeAlex,Kedvesem,2012,https://www.youtube.com/watch?v=BSqXqfwV0lM,Kedvesem,6f626f2e7a076178abd129433c65abeb842b04ff194eb572da92d9cf93a8691e
288,Bon-Bon,A sexepilem,1999,https://www.youtube.com/watch?v=1T2MmKeOkV4,A Sexepilem,c81d9460da3cf42113e723f3a435e833b542813359a253d2cf94602f5c9f4d34
289,Bon Jovi,Livin' On a Prayer,1986,https://www.youtube.com/watch?v=YBdyc1WDlBQ,Livin' On A Prayer,1542298e73bbbfd01630e900179cd1b29b0e14f7df94f332748b6a1d55d9b8fd
290,Azahriah,Mind1,2022,https://www.youtube.com/watch?v=sn0-ENKao90,Mind1,35789ca0818adbf5ed0e6519df2fdce9dd88e6dff473e1de2a6ff13d76cd194a
291,Dzsúdló,Lej,2020,https://www.youtube.com/watch?v=SWC3N6DnY24,Lej (feat. Lil Frakk),f15ec34d3fa0b89475032924e32a4de06bcb5f217d2526f8b22e5c7840bfa322
292,Berkes Olivér,Évszakok,2020,https://www.youtube.com/watch?v=KcymBYrx1DM,Évszakok,b4b98a63742925327edefab6e7c5a5e523dc6d2eea6495a499b89fdabc47ca2b
293,Halott Pénz,Hello Lányok,2013,https://www.youtube.com/watch?v=roH_WQBEo8Q,"Hello Lányok (feat. Diaz, Mentha)",98b2779255502b0d992fc4dc54f9ba0ade8720f6d4ce0f07d2cc5d6614cdfd2b
294,Mark Ronson & Bruno Mars,Uptown Funk,2015,https://www.youtube.com/watch?v=tYvFa2ARD24,Uptown Funk,ec5c2a6f832fa9e0a2978af178cc5e4deda6f1f91a4c80281910776e680d39a3
295,Locomotive GT,Egy elfelejtett szó,1975,https://www.youtube.com/watch?v=F_eVkdFucG4,Egy elfelejtett szó,892517de5cb31895fcfe4c0de6324de50f74f63b9e2ca67864406e11fe4e7492
296,Varga Viktor,Lehet zöld az ég,2011,https://www.youtube.com/watch?v=_SxEPTwAYTc,Lehet zöld az ég...,d2f5058dec8219b36f7a379eee3fd5b0e194fec8df9bb01ff630a68886f90d5e
297,Hungária,Csókkirály,1980,https://www.youtube.com/watch?v=0RuyPtTgohE,Csókkirály,71e572a829599ad43fd4479e5e578c3dc2935f7d229aa85b86d36df9090661a6
298,Rockwell,Somebody's Watching Me,1984,https://www.youtube.com/watch?v=KFS9c852M_k,Somebody's Watching Me,1577f6d1502aba9e4b8a536507f5eb6578202eb6fbc52526616e1aa2949006a5
299,Rihanna,Umbrella,2007,https://www.youtube.com/watch?v=xXD5tltX9Pg,Umbrella,b0c54c269e4fc587b4d6e4db76497295b6210fc778e300cb50106a211b33923c
300,Tracy Chapman,Fast Car,1988,https://www.youtube.com/watch?v=IJ8i49EqgYI,Fast Car,9a8c95cabfcbe3de219408bcc2a375fb76011b676d2ea7b4439da2a47178b0b2
301,Rácz Gergő,Mostantól,2020,https://www.youtube.com/watch?v=U0Rysu7nalM,Mostantól,647c5ff51f26d5cdbc7af70b37e95b0d523c6938727082c069948a3091172b62
302,Korda György,Lady N,1977,https://www.youtube.com/watch?v=GgBbCwIkHmg,Lady N,1ce4df84d2362064a1e1e3a2b4ac41a1e9df504f57abe90917e776d3f5a84999
303,David Bowie,Starman,1972,https://www.youtube.com/watch?v=aBKEt3MhNMM,Starman (2012 Remaster),950e51212ce0d57d772e44f8a500428909206d39e6b2805c3d65ed644b15512c
304,Madness,Our House,1983,https://www.youtube.com/watch?v=GWubi_Eq0Ek,Our House (2009 Remaster),f3f402209b28e7d62bac9982cd9b2c770530e53e523f0954e9647ca05d02d9d2
305,Donna Summer,Hot Stuff,1979,https://www.youtube.com/watch?v=0YLiTLmrMZA,Hot Stuff,8025b95a288304fcc5e4b51e1281adf4ef031690f927bd1d39108fba3148fe53
306,Soltész Rezső,Szóljon hangosan az ének,1982,https://www.youtube.com/watch?v=NIux6VYzgBI,Szóljon hangosan az ének,3f9fe54f71d120c7cdc74d08a385a5b24d21a9d9a24525778e2dbe88a588ddf9
307,Koncz Zsuzsa,Keresem a szót,1978,https://www.youtube.com/watch?v=5w62kyfs_RI,Keresem a szót,dc7787083093356742f9bb8ca2a1c340b0f80aea552c3cbdd1343c668a6b49b5
308,Honeybeast,A legnagyobb hős,2014,https://www.youtube.com/watch?v=TMfL-0IwgtE,A legnagyobb hős,66aa656d0fdea8f5754f663d463740948a2488d18437b2d6e1a297bbbc2f6e33
